filename;compressed_size;uncompressed_size
5790.json;363309;5539427
5791.json;409587;5720471
5792.json;344769;5551027
5793.json;328257;5440790
5794.json;357546;5544946
5795.json;321346;5321611
5796.json;372186;5618647
5797.json;423988;5897834
5798.json;425268;5947844
5799.json;410359;5828743
579.json;2329275;16827660
57.json;305154;4049392
5800.json;426027;5872539
5801.json;453947;5945280
5802.json;451988;6019308
5803.json;382648;5718774
5804.json;383634;5815583
5805.json;422537;5977440
5806.json;482989;6138815
5807.json;377414;5879966
5808.json;399309;5931576
5809.json;391805;5817263
580.json;3891874;26896446
5810.json;396297;5795318
5811.json;335968;5513346
5812.json;342835;5480315
5813.json;384842;5710466
5814.json;399963;5749471
5815.json;415401;5797218
5816.json;431770;5875828
5817.json;442133;5897262
5818.json;458608;5965453
5819.json;472584;6004773
581.json;4169633;29036560
5820.json;491112;6077494
5821.json;498109;6101276
5822.json;417447;5717600
5823.json;370229;5568352
5824.json;411130;5659907
5825.json;435370;5726458
5826.json;456054;5796479
5827.json;468361;5836273
5828.json;494308;5910872
5829.json;417213;5660019
582.json;4739031;34099099
5830.json;348093;5493793
5831.json;355669;5510620
5832.json;326854;5348286
5833.json;334733;5356862
5834.json;367669;5558507
5835.json;421673;5818575
5836.json;381627;5514872
5837.json;400644;5539391
5838.json;421212;5600707
5839.json;433552;5633173
583.json;5825477;42108710
5840.json;438373;5668107
5841.json;450305;5730629
5842.json;461303;5801676
5843.json;469840;5838398
5844.json;476434;5870502
5845.json;481885;5893016
5846.json;493528;5934171
5847.json;511524;5962821
5848.json;360274;5575021
5849.json;330925;5600547
584.json;7266591;51179679
5850.json;289362;5249660
5851.json;375440;5506027
5852.json;467441;5778577
5853.json;377850;5520202
5854.json;323917;5391502
5855.json;365940;5171500
5856.json;384454;5575640
5857.json;433865;5725801
5858.json;370309;5556221
5859.json;353901;5479106
585.json;2864913;22695457
5860.json;363161;5493384
5861.json;372463;5533677
5862.json;403986;5611443
5863.json;372610;5467803
5864.json;396352;5630979
5865.json;381037;5716742
5866.json;394895;5737359
5867.json;401739;5774475
5868.json;407907;5790123
5869.json;417708;5806649
586.json;4916321;35011873
5870.json;429699;5845907
5871.json;433232;5852952
5872.json;437511;5848664
5873.json;444896;5882887
5874.json;455473;5749694
5875.json;426062;5711808
5876.json;406694;5678908
5877.json;371075;5574696
5878.json;383863;5637028
5879.json;411317;5743375
587.json;4364391;31223034
5880.json;437370;5844885
5881.json;447215;5842915
5882.json;459067;6128685
5883.json;364837;5873174
5884.json;371651;5592875
5885.json;239596;5103599
5886.json;221954;5030465
5887.json;233082;5054854
5888.json;330355;5414686
5889.json;232510;5185227
588.json;3737941;27759318
5890.json;288075;5289262
5891.json;336646;5471045
5892.json;369052;5612620
5893.json;403835;5656747
5894.json;336053;5402493
5895.json;359636;5489566
5896.json;349679;5522673
5897.json;306867;5299090
5898.json;345069;5451930
5899.json;242470;5161951
589.json;5749737;40791882
58.json;311098;3932832
5900.json;272358;5329578
5901.json;340295;5456777
5902.json;370100;5457090
5903.json;411300;5601712
5904.json;374559;5760798
5905.json;319261;5897508
5906.json;360129;5694064
5907.json;412073;5662830
5908.json;366231;5505673
5909.json;317356;5412122
590.json;6591736;47985139
5910.json;386256;5653291
5911.json;396794;5675261
5912.json;373694;5615167
5913.json;328258;5558898
5914.json;333388;5597602
5915.json;332344;5667948
5916.json;360605;5837161
5917.json;336642;5659023
5918.json;343413;5484633
5919.json;338424;5391667
591.json;3297111;22952075
5920.json;365229;5486810
5921.json;357949;5504596
5922.json;397716;5665610
5923.json;419919;5709662
5924.json;445880;5791553
5925.json;455728;5829361
5926.json;395390;5846976
5927.json;464464;5904937
5928.json;492205;5914169
5929.json;389367;5648691
592.json;5823210;38639832
5930.json;420454;5720433
5931.json;383513;5639926
5932.json;351295;5474629
5933.json;362657;5524851
5934.json;399636;5628940
5935.json;448087;5763262
5936.json;398920;5639337
5937.json;356320;5526116
5938.json;406468;5627785
5939.json;406396;5616812
593.json;3112903;20990413
5940.json;557694;6891661
5941.json;1816470;17140190
5942.json;1941774;18094389
5943.json;1952886;18391304
5944.json;2067370;19222149
5945.json;2103712;19270651
5946.json;2230324;20094757
5947.json;2317143;20366598
5948.json;2421798;21137026
5949.json;2703382;22257757
594.json;4822250;35643229
5950.json;2931973;24568398
5951.json;3177866;25864564
5952.json;417427;6303567
5953.json;237072;5202132
5954.json;239540;5564138
5955.json;228750;5552818
5956.json;232691;5543319
5957.json;226805;5516983
5958.json;244769;5570150
5959.json;253264;5450844
595.json;5074000;38751021
5960.json;239068;5515835
5961.json;290403;5584051
5962.json;374926;5808414
5963.json;400528;5805629
5964.json;266351;5097971
5965.json;376780;5632205
5966.json;392029;5577064
5967.json;420834;5647016
5968.json;430087;5707678
5969.json;329928;5525175
596.json;3396339;18694117
5970.json;377462;5638838
5971.json;407280;5648871
5972.json;414417;5741697
5973.json;350229;5454938
5974.json;389364;5546432
5975.json;422209;5641726
5976.json;392699;5459704
5977.json;316848;5267080
5978.json;346255;5567534
5979.json;367660;5630841
597.json;2187622;14022651
5980.json;390890;5675144
5981.json;322559;5299032
5982.json;370106;5429805
5983.json;347703;5496848
5984.json;339865;5397909
5985.json;332275;5368514
5986.json;306563;5310948
5987.json;292887;5232465
5988.json;372003;5598617
5989.json;468370;5784450
598.json;6318680;32915836
5990.json;350889;5645274
5991.json;367314;5735296
5992.json;353638;5680129
5993.json;386358;5653014
5994.json;357692;5548727
5995.json;343566;5517196
5996.json;1404281;12046058
5997.json;1347519;11769028
5998.json;457482;6406127
5999.json;357687;5661323
599.json;7176673;37366952
59.json;232163;4109870
5.json;213698;4012246
6000.json;342914;5519348
6001.json;337810;5490996
6002.json;394129;5675307
6003.json;348594;5533878
6004.json;587862;6282520
6005.json;356673;5583020
6006.json;338636;5653682
6007.json;306341;5864799
6008.json;305681;5641100
6009.json;304333;5418859
600.json;325565;5409909
6010.json;311212;5479185
6011.json;317824;5768719
6012.json;383003;5834270
6013.json;439643;5951885
6014.json;370865;5697813
6015.json;335871;5557824
6016.json;373660;5668830
6017.json;352135;5569559
6018.json;366916;5608802
6019.json;301060;5343359
601.json;415677;5780377
6020.json;314067;5351499
6021.json;326831;5409614
6022.json;392596;5715673
6023.json;421584;5780186
6024.json;464490;5827310
6025.json;374016;5542223
6026.json;363811;5539211
6027.json;348319;5562989
6028.json;373033;5633215
6029.json;387893;5674249
602.json;411931;5739795
6030.json;360848;5562643
6031.json;345449;5473371
6032.json;341649;5695348
6033.json;351013;5502178
6034.json;371484;5612686
6035.json;393448;5725214
6036.json;414632;5821994
6037.json;400475;5918886
6038.json;331844;5725045
6039.json;323644;5487403
603.json;2661245;17825416
6040.json;400593;5969185
6041.json;418121;5843231
6042.json;422942;5746944
6043.json;379598;5589894
6044.json;427542;5701725
6045.json;376845;5736560
6046.json;312752;5603782
6047.json;352494;5402614
6048.json;395562;5593792
6049.json;408270;5732449
604.json;2936461;19975237
6050.json;446250;5867312
6051.json;368413;5651955
6052.json;355707;5620744
6053.json;373185;5674351
6054.json;390876;5732098
6055.json;388814;5656702
6056.json;419018;5708485
6057.json;349041;5476489
6058.json;397806;5631342
6059.json;370289;5596197
605.json;5074444;29250149
6060.json;373737;5604068
6061.json;386650;5641968
6062.json;356676;5825987
6063.json;322829;6095506
6064.json;333183;6123979
6065.json;328091;5654297
6066.json;368111;5567726
6067.json;354352;5587223
6068.json;354989;5660142
6069.json;377658;5568883
606.json;2592660;15701111
6070.json;414292;5672573
6071.json;449175;5798462
6072.json;366191;5580447
6073.json;348184;5564798
6074.json;374724;5651577
6075.json;333561;5463313
6076.json;368779;5571706
6077.json;402916;5682873
6078.json;391288;5633190
6079.json;351226;5605811
607.json;5783229;29642207
6080.json;362546;5657539
6081.json;390097;5715013
6082.json;340066;5516282
6083.json;348968;5506822
6084.json;366108;5644441
6085.json;383757;5756756
6086.json;363921;5845730
6087.json;440740;5836712
6088.json;458083;5852949
6089.json;477295;5890581
608.json;3611104;22342809
6090.json;521456;6045272
6091.json;284013;5390401
6092.json;293455;5425394
6093.json;366602;5646769
6094.json;339650;5538804
6095.json;365577;5616015
6096.json;400468;5742339
6097.json;283589;5357975
6098.json;301214;5398069
6099.json;338093;5528934
609.json;2201900;15322645
60.json;233158;4074418
6100.json;364733;5593813
6101.json;335203;5478206
6102.json;347605;5769870
6103.json;351924;5802572
6104.json;370341;5695898
6105.json;329048;5402835
6106.json;382160;5611696
6107.json;387275;5678002
6108.json;317820;5377680
6109.json;334757;5437972
610.json;6804812;33692181
6110.json;370576;5662107
6111.json;394628;5746342
6112.json;401285;5814739
6113.json;403564;5767434
6114.json;454301;5866780
6115.json;283706;5256421
6116.json;343212;5501621
6117.json;368066;5612338
6118.json;383226;5705863
6119.json;332060;5472634
611.json;5610289;28985954
6120.json;354906;5574500
6121.json;428613;5808609
6122.json;366066;5485180
6123.json;363903;5479981
6124.json;401452;5613208
6125.json;423459;5693824
6126.json;448001;5766847
6127.json;465542;5835191
6128.json;473928;5867441
6129.json;500028;5985084
612.json;2558025;16860326
6130.json;329198;5970621
6131.json;330355;5705117
6132.json;319928;5193645
6133.json;271191;5187119
6134.json;274470;5173169
6135.json;383808;5460169
6136.json;236585;5124814
6137.json;261234;5195588
6138.json;320392;5354677
6139.json;380570;5586400
613.json;2110558;15923272
6140.json;393232;5638206
6141.json;341810;5490207
6142.json;347798;5519653
6143.json;377829;5457824
6144.json;473557;5857396
6145.json;313710;5575308
6146.json;216111;5095826
6147.json;211130;5080581
6148.json;287621;5288462
6149.json;336697;5463224
614.json;2472279;18019032
6150.json;241073;5177469
6151.json;229315;5303630
6152.json;235880;5521241
6153.json;237184;5173508
6154.json;243903;5176288
6155.json;266253;5235698
6156.json;323358;5383194
6157.json;376460;5781210
6158.json;415521;5970175
6159.json;404299;6014846
615.json;2975428;18999549
6160.json;406515;5941523
6161.json;398789;5598598
6162.json;397980;5599946
6163.json;338359;5396637
6164.json;324737;5428360
6165.json;351024;5547936
6166.json;344011;5513049
6167.json;339886;5505801
6168.json;351089;5559264
6169.json;370629;5643204
616.json;4487640;24321870
6170.json;379469;5708274
6171.json;350471;5594385
6172.json;313251;5311687
6173.json;334536;4968338
6174.json;282327;5206344
6175.json;341106;5435647
6176.json;365498;5509074
6177.json;385481;5564402
6178.json;397834;5603192
6179.json;355434;5593872
617.json;5723672;28743717
6180.json;292714;5581604
6181.json;314607;5641672
6182.json;352352;5741602
6183.json;391399;5811307
6184.json;340735;5517378
6185.json;379170;5596064
6186.json;337303;5498639
6187.json;339568;5387464
6188.json;335915;5340337
6189.json;344162;5465148
618.json;5218104;28969694
6190.json;342637;5498891
6191.json;373533;5589509
6192.json;374703;5548819
6193.json;394935;5617329
6194.json;441184;5738346
6195.json;395425;5581030
6196.json;414034;5658441
6197.json;424804;5732349
6198.json;437332;5689948
6199.json;328736;5404182
619.json;8185781;44747944
61.json;228138;4066888
6200.json;375177;5579465
6201.json;353205;5377560
6202.json;393312;5516259
6203.json;413050;5587983
6204.json;420294;5592290
6205.json;337491;5573957
6206.json;388696;5771181
6207.json;406125;5838486
6208.json;411746;5853526
6209.json;367041;5533836
620.json;3971291;27769774
6210.json;368401;5508118
6211.json;2332389;13934436
6212.json;361739;5475307
6213.json;379716;5635622
6214.json;381951;5577122
6215.json;965273;8582781
6216.json;1523726;10846949
6217.json;2423126;14587093
6218.json;1758316;11599697
6219.json;341904;5438001
621.json;7748608;39080098
6220.json;360070;5488774
6221.json;352616;5432465
6222.json;319943;5408966
6223.json;387045;5619101
6224.json;330341;5540386
6225.json;334316;5528575
6226.json;330083;5447250
6227.json;346166;5468028
6228.json;343232;5485473
6229.json;355424;5512989
622.json;2437567;16055790
6230.json;368410;5558052
6231.json;376918;5584940
6232.json;388320;5634084
6233.json;406199;5715850
6234.json;412169;5714472
6235.json;417333;5683350
6236.json;341437;5430086
6237.json;367822;5540899
6238.json;407919;5647411
6239.json;401359;5601218
623.json;2854826;18350081
6240.json;326397;5369077
6241.json;350632;5449620
6242.json;362781;5494012
6243.json;369554;5544400
6244.json;378678;5578435
6245.json;390061;5629205
6246.json;418629;5659784
6247.json;353835;5470467
6248.json;318456;5265588
6249.json;335190;5302617
624.json;5934719;32175282
6250.json;362644;5378934
6251.json;351631;5453178
6252.json;339303;5328496
6253.json;376128;5454530
6254.json;383294;5491504
6255.json;386857;5521032
6256.json;475111;5726629
6257.json;453107;5715577
6258.json;472217;5777160
6259.json;475780;5752886
625.json;9594577;45105578
6260.json;363615;5464372
6261.json;385352;5545408
6262.json;384046;5537812
6263.json;401351;5578220
6264.json;371040;5477836
6265.json;347206;5474665
6266.json;366913;5533969
6267.json;386001;5664460
6268.json;414518;5727716
6269.json;386208;5700820
626.json;3330680;19682933
6270.json;362765;5620474
6271.json;396617;5681622
6272.json;397144;5623791
6273.json;328332;5305945
6274.json;341601;5334229
6275.json;350925;5400740
6276.json;290714;5306176
6277.json;304094;5551805
6278.json;275337;5352042
6279.json;234288;5099869
627.json;954830;8197631
6280.json;267243;5185926
6281.json;231027;5116409
6282.json;223808;5148657
6283.json;221636;5168663
6284.json;219291;5098782
6285.json;225022;5121431
6286.json;230525;5065349
6287.json;235448;5052533
6288.json;248521;5068838
6289.json;269872;5159283
628.json;3631556;20999505
6290.json;295298;5286895
6291.json;350735;5400296
6292.json;365884;5442537
6293.json;392884;5551865
6294.json;432721;5664387
6295.json;467555;5795587
6296.json;357642;5415531
6297.json;372643;5465851
6298.json;383803;5821662
6299.json;360232;5443807
629.json;6687124;32877704
62.json;225282;3593712
6300.json;413261;5644522
6301.json;241756;5261654
6302.json;266198;5270611
6303.json;322831;5266976
6304.json;359437;5380729
6305.json;377109;5506111
6306.json;429060;5666030
6307.json;357283;5437363
6308.json;388464;5575215
6309.json;441984;5713817
630.json;2354435;16140497
6310.json;347318;5588483
6311.json;341181;5438916
6312.json;342535;5440783
6313.json;346822;5427523
6314.json;238274;5125804
6315.json;400471;5693776
6316.json;286690;5264498
6317.json;350435;5732642
6318.json;360769;5464500
6319.json;405003;5679141
631.json;2163056;15453251
6320.json;390842;5610885
6321.json;782506;6643799
6322.json;349865;5557407
6323.json;401177;5673089
6324.json;401692;5643586
6325.json;417905;5714819
6326.json;422019;5751297
6327.json;396001;5504525
6328.json;257309;3546790
6329.json;282281;3656620
632.json;2144277;15001415
6330.json;287190;3692719
6331.json;333000;4871233
6332.json;316403;5378834
6333.json;361037;5568903
6334.json;419152;5828207
6335.json;357455;5492089
6336.json;328868;5357345
6337.json;350718;5411084
6338.json;376171;5481557
6339.json;393393;5578951
633.json;765043;6586150
6340.json;411916;5691842
6341.json;426323;5841680
6342.json;337174;5443394
6343.json;387656;5704217
6344.json;390330;5754408
6345.json;427405;5865501
6346.json;366111;5735039
